document,class_name,class_index,dataset_type
feature selection high dimensional datum fast correlation base filter solution,1,0,train
adaptive concurrency control strategy distribute database system,0,1,train
database system support statistical,0,1,train
integrated access heterogeneous information source,0,1,train
hybrid speaker tracking,2,2,train
lossy reduction high dimensional datum,0,1,train
continuous state object manipulation task,1,0,train
real time background subtraction method camera motion compensation,2,2,train
decoder application specific network chip,2,2,train
represent knowledge system,1,0,train
competitive code efficient recognition,2,2,train
classification base negative matrix factorization,1,0,train
classification software behavior failure detection discriminative pattern mining approach,3,3,train
normal form abstract syntax,0,1,train
learn local image descriptor,2,2,train
order preserve encryption numeric datum,0,1,train
extract discriminative concept domain adaptation text mining,3,3,train
automate tracking ultrasound image sequence organizing neural network,2,2,train
segmentation framework level set,2,2,train
early vision optimize extract high order dependency,1,0,train
recognition interpretation parametric gesture,2,2,train
feature selection framework text filtering,3,3,train
learn order markov model control,1,0,train
unsupervise discretization kernel density estimation,1,0,train
match sequence image,2,2,train
web monitor dynamic web query,0,1,train
temporal segmentation image sequence object orient low bit rate image coding,2,2,train
rough set approach rule mining,3,3,train
optimal social trust path selection complex social network,1,0,train
research computer game,0,1,train
miss correction image image sequence,2,2,train
natural language input computer base system,1,0,train
efficient discovery functional approximate dependency partition,0,1,train
learn support vector machine,1,0,train
multi instance learn application scene classification,1,0,train
accurate efficient relevant,0,1,train
lossless image video coding base intra prediction interpolation,2,2,train
base simulation time sequence single video image,2,2,train
context content context infer medium metadata,2,2,train
cluster datum deal high density variation,2,2,train
relative performance guarantee approximate inference latent dirichlet allocation,1,0,train
real time live image search rank,2,2,train
estimate size generalize transitive closure,0,1,train
base integration diagnosis,1,0,train
mixture model system medical machine diagnosis,1,0,train
discover approximate key datum,0,1,train
bayesian paradigm identification,1,0,train
distribute robust execution qualitative state plan constraint,1,0,train
pyramid match hashing linear time index partial correspondence,2,2,train
analyze scene content video,2,2,train
combine global optimization algorithm simple adaptive distance feature selection weighting,1,0,train
aid end user,0,1,train
resolve base classification fast block matching,2,2,train
kernel gene region,1,0,train
image segmentation object recognition texture filter bank,2,2,train
approach latent perceptual indexing audio large web application,2,2,train
image compression structure tensor texture identification,2,2,train
explore web add service location base application,0,1,train
body experience position,1,0,train
argumentation base framework design dialogue strategy,1,0,train
collection object orient database transactional cyclic reference counting,0,1,train
general constraint language,1,0,train
adaptive edge detection base algorithm application,2,2,train
base join algorithm distribute datum stream,0,1,train
low complexity scalable dct image compression,2,2,train
distribute update processing heterogeneous engine,0,1,train
adaptive localization dynamic environment multi learn,1,0,train
language approach phrase base statistical machine translation,1,0,train
online duplicate video detection retrieval accurate fast system,0,1,train
